,id,title,price,mileage,highlight,overview
0,25292993,2018 Jeep Wrangler All-New Unlimited Sport S,"$26,998*",42K miles,"New Tires
Replaced 4 tires to meet our standards | Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Hard Top, 4WD/AWD, Running Boards, Rear View Camera, Bluetooth Technology","17 city/23 hwy | 6-cyl, Gas, 3.6L | Automatic | Black/Black |  | "
1,25372640,2020 Chevrolet Equinox LT,"$21,998*",29K miles,"Single Owner
Reported by AutoCheck® View History Report | New Pair of Tires
Replaced 2 tires to meet our standards | Low Miles Per Year
Less than 9,000 miles per year","25 city/30 hwy | 4-cyl, Turbo Gas, 1.5L | All Wheel Drive | Automatic | Blue/Black |  | "
2,25306629,2023 Toyota Camry SE,"$25,998*",26K miles,,"4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Gray/Gray |  | "
3,25351670,2020 Kia Sorento LX,"$20,998*",41K miles,"Single Owner
Reported by AutoCheck® View History Report | Well-Equipped
Third Row Seat, Blind Spot Monitor, Rear View Camera, Bluetooth Technology, Alloy Wheels | Manufacturer Warranty
Balance of 5 Years or 60,000 Miles may apply. See store for details Learn More","19 city/26 hwy | 6-cyl, Gas, 3.3L | Front Wheel Drive | Automatic | Gray/Black |  | "
4,25306606,2020 Jeep Wrangler Unlimited Sahara,"$39,998*",27K miles,,"22 city/29 hwy | 6-cyl, Turbo Diesel, 3.0L | Automatic | Gray/Black |  | "
5,25306853,2022 Nissan Sentra SV,"$19,998*",37K miles,,"4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Gray/Black |  | "
6,25268799,2022 Toyota Camry SE,Price unavailable*,24K miles,,"28 city | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | White/Black |  | "
7,25344281,2014 Audi A4 Premium Plus,"$16,998*",55K miles,,"20 city/29 hwy | 4-cyl, Turbo Gas, 2.0L | All Wheel Drive | Automatic | Black/Champagne |  | "
8,24999845,2016 Toyota RAV4 Hybrid Limited,"$26,998*",41K miles,,"34 city/31 hwy | 4-cyl, Hybrid, 2.5L | All Wheel Drive | Automatic | Silver/Gray |  | "
9,24760238,2019 Lexus RX 450h,Price unavailable*,81K miles,,"31 city/28 hwy | 6-cyl, Hybrid, 3.5L | All Wheel Drive | Automatic | Tan/Black |  | "
10,25372938,2021 Jeep Cherokee Latitude Lux,Price unavailable*,43K miles,,"6-cyl, Gas, 3.2L | Front Wheel Drive | Automatic | Gray/Black |  | "
11,25306854,2023 Mazda CX-5 Carbon Edition,"$28,998*",23K miles,,"4-cyl, Gas, 2.5L | All Wheel Drive | Automatic | Gray/Black |  | "
12,24919044,2020 Ford Escape Hybrid SE Sport,"$26,998*",6K miles,,"4-cyl, Gas, 2.5L | Automatic | White/Gray |  | "
13,25562563,2020 Hyundai Santa Fe SEL,Price unavailable*,36K miles,,"22 city/29 hwy | 4-cyl, Gas, 2.4L | Front Wheel Drive | Automatic | Black/Black |  | "
14,22883816,2019 Land Rover Range Rover Velar S,Price unavailable*,37K miles,,"21 city/27 hwy | 4-cyl, Turbo Gas, 2.0L | Four Wheel Drive | Automatic | Silver/Black |  | "
15,25268231,2018 Cadillac XTS Premium Luxury,"$29,998*",36K miles,,"19 city/28 hwy | 6-cyl, Gas, 3.6L | Front Wheel Drive | Automatic | Gray/Tan |  | "
16,25306633,2023 Toyota Corolla LE,"$22,998*",18K miles,,"4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | White/Gray |  | "
17,25351789,2019 Lexus RX 350,"$32,998*",28K miles,,"20 city/28 hwy | 6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | Silver/Black |  | "
18,25217093,2020 Chrysler Pacifica Touring L,"$23,998*",54K miles,,"19 city/28 hwy | 6-cyl, Gas, 3.6L | Front Wheel Drive | Automatic | Silver/Black |  | "
19,24964581,2018 Ford Fusion SE,"$17,998*",22K miles,,"23 city/34 hwy | 4-cyl, Turbo Gas, 1.5L | Front Wheel Drive | Automatic | Gray/Black |  | "
20,25320079,2022 Mercedes-Benz GLS450,"$66,998*",24K miles,,"6-cyl, Turbo Gas, 3.0L | All Wheel Drive | Automatic | Black/Black |  | "
21,24749757,2020 Jeep Grand Cherokee Limited,"$28,998*",22K miles,,"19 city/26 hwy | 6-cyl, Gas, 3.6L | Rear Wheel Drive | Automatic | Black/Tan |  | "
22,25344260,2017 Honda CR-V EX-L,Price unavailable*,95K miles,,"28 city/34 hwy | 4-cyl, Turbo Gas, 1.5L | Front Wheel Drive | Automatic | Gray/Gray |  | "
23,24912058,2023 Toyota RAV4 LE,"$25,998*",46K miles,,"4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Red/Black |  | "
24,25515779,2015 BMW 528 I,"$18,998*",54K miles,,"23 city/34 hwy | 4-cyl, Turbo Gas, 2.0L | Rear Wheel Drive | Automatic | Black/Tan |  | "
25,25268371,2021 Honda Civic EX,"$23,998*",58K miles,,"31 city/40 hwy | 4-cyl, Turbo Gas, 1.5L | Front Wheel Drive | Automatic | Gray/Black |  | "
26,25306352,2022 Ram 1500 Bighorn,"$36,998*",20K miles,,"8-cyl, Gas, 5.7L | Four Wheel Drive | Automatic | White/Gray |  | "
27,25135186,2017 Land Rover Range Rover Sport HSE,Price unavailable*,43K miles,,"17 city/23 hwy | 6-cyl, Supercharged Gas, 3.0L | Four Wheel Drive | Automatic | Gray/Black |  | "
28,25344065,2015 Jeep Cherokee Trailhawk,"$19,998*",60K miles,,"19 city/25 hwy | 6-cyl, Gas, 3.2L | Four Wheel Drive | Automatic | White/Black |  | "
29,25230282,2013 Honda Odyssey EX-L,"$17,998*",76K miles,,"18 city/27 hwy | 6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | Red/Tan |  | "
30,24999617,2016 Lexus RX 350,"$25,998*",59K miles,,"20 city/27 hwy | 6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | Silver/Gray |  | "
31,25516152,2020 Subaru Outback Onyx Edition XT,Price unavailable*,20K miles,,"23 city/30 hwy | 4-cyl, Turbo Gas, 2.4L | All Wheel Drive | Automatic | Green/Gray |  | "
32,25144651,2022 Subaru Outback Premium,"$27,998*",19K miles,,"26 city/33 hwy | 4-cyl, Gas, 2.5L | All Wheel Drive | Automatic | Burgundy/Black |  | "
33,25515637,2022 Nissan Altima SV,"$20,998*",25K miles,,"27 city/37 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Gray/Black |  | "
34,25306440,2022 Kia K5 LXS,"$21,998*",43K miles,,"4-cyl, Turbo Gas, 1.6L | Front Wheel Drive | Automatic | White/Black |  | "
35,25079205,2019 Subaru Crosstrek Premium,Price unavailable*,96K miles,,"27 city/33 hwy | 4-cyl, Gas, 2.0L | All Wheel Drive | Automatic | Blue/Black |  | "
36,25361535,2022 Honda Odyssey Elite,Price unavailable*,35K miles,,"6-cyl, Gas, 3.5L | Front Wheel Drive | Automatic | White/Black |  | "
37,24133044,2018 Land Rover Range Rover Evoque SE Premium,"$28,998*",36K miles,"New Pair of Tires
Replaced 2 tires to meet our standards | Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
4WD/AWD, Leather Seats, Navigation System, Skylight(s), Heated Steering Wheel","22 city/29 hwy | 4-cyl, Turbo Gas, 2.0L | Four Wheel Drive | Automatic | White/Black |  | "
38,25344747,2014 Subaru Impreza 2.0I,"$16,998*",36K miles,"Single Owner
Reported by AutoCheck® View History Report | New Tires
Replaced 4 tires to meet our standards | Low Miles Per Year
Less than 9,000 miles per year","27 city/36 hwy | 4-cyl, Gas, 2.0L | All Wheel Drive | Automatic | Blue/Black | None | "
39,25306406,2022 Nissan Altima S,"$20,998*",34K miles,"Single Owner
Reported by AutoCheck® View History Report | New Pair of Tires
Replaced 2 tires to meet our standards | Well-Equipped
Lane Departure Warning, Rear View Camera, Remote Start, Bluetooth Technology, Smart Key","28 city/39 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Black/Black |  | "
40,25135063,2020 Land Rover Discovery Landmark,Price unavailable*,25K miles,"Single Owner
Reported by AutoCheck® View History Report | New Tires
Replaced 4 tires to meet our standards | Low Miles Per Year
Less than 9,000 miles per year","16 city/21 hwy | 6-cyl, Supercharged Gas, 3.0L | Four Wheel Drive | Automatic | White/Black |  | "
41,25470599,2023 Toyota Corolla LE,"$22,998*",19K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Mileage
Under 20,000 Miles | Well-Equipped
Automated Cruise Control, Apple CarPlay, Lane Departure Warning, Rear View Camera, Bluetooth Technology","4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Black/Black |  | "
42,25316984,2019 Nissan Frontier S,"$23,998*",14K miles,"Single Owner
Reported by AutoCheck® View History Report | Low Mileage
Under 20,000 Miles | The Basics
Rear View Camera, Bluetooth Technology, Tow Hitch, Cloth Seats, Cruise Control","17 city/22 hwy | 4-cyl, Gas, 2.5L | Rear Wheel Drive | Automatic | 6 ft | Red/Gray |  | "
43,24915740,2020 BMW 330 I,"$26,998*",42K miles,"Well-Equipped
Navigation System, Sunroof(s), Apple CarPlay, Lane Departure Warning, Parking Sensors | Manufacturer Warranty
Balance of 4 Years or 50,000 Miles may apply. See store for details Learn More | Fuel Efficient
26 City / 36 Hwy","26 city/36 hwy | 4-cyl, Turbo Gas, 2.0L | Rear Wheel Drive | Automatic | White/Black |  | "
44,24915448,2019 Volkswagen Atlas SEL Premium,"$25,998*",77K miles,"Single Owner
Reported by AutoCheck® View History Report | Loaded
Panoramic Sunroof, Third Row Seat, A/C Seat(s), Automated Cruise Control, 4WD/AWD | Premium Audio
Fender Audio","17 city/23 hwy | 6-cyl, Gas, 3.6L | All Wheel Drive | Automatic | Blue/Black |  | "
45,25459305,2021 Nissan Rogue SV,"$24,998*",26K miles,"New Pair of Tires
Replaced 2 tires to meet our standards | Low Miles Per Year
Less than 9,000 miles per year | Well-Equipped
Automated Cruise Control, Lane Departure Warning, Parking Sensors, Blind Spot Monitor, Rear View Camera","26 city/34 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Black/Gray |  | "
46,25306596,2023 Toyota 4Runner TRD Off Road Premium,"$41,998*",20K miles,,"6-cyl, Gas, 4.0L | Four Wheel Drive | Automatic | Silver/Black |  | "
47,24474481,2018 Nissan Rogue SV,Price unavailable*,51K miles,,"26 city/33 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Gray/Gray |  | "
48,25221615,2022 Mercedes-Benz GLC300,"$36,998*",29K miles,,"4-cyl, Turbo Gas, 2.0L | Rear Wheel Drive | Automatic | Gray/Red |  | "
49,24915465,2021 Nissan Frontier SV,"$24,998*",40K miles,,"18 city/24 hwy | 6-cyl, Gas, 3.8L | Rear Wheel Drive | Automatic | 4.5 ft | Black/Gray |  | "
50,24934404,2020 BMW X5 xDrive40i,"$39,998*",37K miles,,"20 city/26 hwy | 6-cyl, Turbo Gas, 3.0L | All Wheel Drive | Automatic | Blue/Cream | None | "
51,24912266,2022 Toyota Camry SE,"$22,998*",46K miles,,"28 city | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | Silver/Black |  | "
52,24759737,2019 Ram 1500 Bighorn,"$30,998*",74K miles,"Single Owner
Reported by AutoCheck® View History Report | New Tires
Replaced 4 tires to meet our standards | Well-Equipped
4WD/AWD, Navigation System, Parking Sensors, Rear View Camera, Bluetooth Technology","15 city/22 hwy | 8-cyl, Gas, 5.7L | Four Wheel Drive | Automatic | 5.5 ft | Gray/Black | None | "
53,25306659,2023 Toyota Corolla LE,Price unavailable*,20K miles,,"4-cyl, Gas, 2.0L | Front Wheel Drive | Automatic | Gray/Black |  | "
54,25052480,2019 Toyota 4Runner TRD Pro,"$46,998*",43K miles,,"17 city/20 hwy | 6-cyl, Gas, 4.0L | Four Wheel Drive | Automatic | Black/Black |  | "
55,24600617,2019 Toyota Camry SE,"$22,998*",61K miles,,"28 city/39 hwy | 4-cyl, Gas, 2.5L | Front Wheel Drive | Automatic | White/Gray |  | "
56,24678585,2013 Honda Civic LX,"$11,599*",121K miles,,"28 city/39 hwy | 4-cyl, Gas, 1.8L | Front Wheel Drive | Automatic | Black/Taupe |  | "
57,24964165,2021 Lexus GX 460 Premium,"$41,998*",40K miles,,"15 city/19 hwy | 8-cyl, Gas, 4.6L | Four Wheel Drive | Automatic | Gray/Black |  | "
